source_file,variant_file,transform_family,transform_name,parameter
base\ILSVRC2012_val_00000012.JPEG,contrast_0p85\ILSVRC2012_val_00000012__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000012.JPEG,contrast_1p15\ILSVRC2012_val_00000012__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000012.JPEG,colourshift_r_p20\ILSVRC2012_val_00000012__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000012.JPEG,colourshift_g_p20\ILSVRC2012_val_00000012__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000012.JPEG,colourshift_b_p20\ILSVRC2012_val_00000012__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000012.JPEG,jpeg_q90\ILSVRC2012_val_00000012__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000012.JPEG,jpeg_q75\ILSVRC2012_val_00000012__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000012.JPEG,jpeg_q60\ILSVRC2012_val_00000012__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000012.JPEG,resize_0p75\ILSVRC2012_val_00000012__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000012.JPEG,resize_0p5\ILSVRC2012_val_00000012__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000012.JPEG,crop_center_0p9\ILSVRC2012_val_00000012__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000012.JPEG,crop_center_0p75\ILSVRC2012_val_00000012__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000012.JPEG,rotate_p2\ILSVRC2012_val_00000012__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000012.JPEG,rotate_n2\ILSVRC2012_val_00000012__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000012.JPEG,format_png\ILSVRC2012_val_00000012__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000013.JPEG,brightness_0p85\ILSVRC2012_val_00000013__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000013.JPEG,brightness_1p15\ILSVRC2012_val_00000013__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000013.JPEG,contrast_0p85\ILSVRC2012_val_00000013__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000013.JPEG,contrast_1p15\ILSVRC2012_val_00000013__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000013.JPEG,colourshift_r_p20\ILSVRC2012_val_00000013__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000013.JPEG,colourshift_g_p20\ILSVRC2012_val_00000013__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000013.JPEG,colourshift_b_p20\ILSVRC2012_val_00000013__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000013.JPEG,jpeg_q90\ILSVRC2012_val_00000013__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000013.JPEG,jpeg_q75\ILSVRC2012_val_00000013__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000013.JPEG,jpeg_q60\ILSVRC2012_val_00000013__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000013.JPEG,resize_0p75\ILSVRC2012_val_00000013__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000013.JPEG,resize_0p5\ILSVRC2012_val_00000013__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000013.JPEG,crop_center_0p9\ILSVRC2012_val_00000013__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000013.JPEG,crop_center_0p75\ILSVRC2012_val_00000013__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000013.JPEG,rotate_p2\ILSVRC2012_val_00000013__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000013.JPEG,rotate_n2\ILSVRC2012_val_00000013__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000013.JPEG,format_png\ILSVRC2012_val_00000013__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000014.JPEG,brightness_0p85\ILSVRC2012_val_00000014__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000014.JPEG,brightness_1p15\ILSVRC2012_val_00000014__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000014.JPEG,contrast_0p85\ILSVRC2012_val_00000014__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000014.JPEG,contrast_1p15\ILSVRC2012_val_00000014__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000014.JPEG,colourshift_r_p20\ILSVRC2012_val_00000014__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000014.JPEG,colourshift_g_p20\ILSVRC2012_val_00000014__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000014.JPEG,colourshift_b_p20\ILSVRC2012_val_00000014__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000014.JPEG,jpeg_q90\ILSVRC2012_val_00000014__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000014.JPEG,jpeg_q75\ILSVRC2012_val_00000014__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000014.JPEG,jpeg_q60\ILSVRC2012_val_00000014__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000014.JPEG,resize_0p75\ILSVRC2012_val_00000014__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000014.JPEG,resize_0p5\ILSVRC2012_val_00000014__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000014.JPEG,crop_center_0p9\ILSVRC2012_val_00000014__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000014.JPEG,crop_center_0p75\ILSVRC2012_val_00000014__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000014.JPEG,rotate_p2\ILSVRC2012_val_00000014__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000014.JPEG,rotate_n2\ILSVRC2012_val_00000014__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000014.JPEG,format_png\ILSVRC2012_val_00000014__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000015.JPEG,brightness_0p85\ILSVRC2012_val_00000015__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000015.JPEG,brightness_1p15\ILSVRC2012_val_00000015__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000015.JPEG,contrast_0p85\ILSVRC2012_val_00000015__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000015.JPEG,contrast_1p15\ILSVRC2012_val_00000015__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000015.JPEG,colourshift_r_p20\ILSVRC2012_val_00000015__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000015.JPEG,colourshift_g_p20\ILSVRC2012_val_00000015__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000015.JPEG,colourshift_b_p20\ILSVRC2012_val_00000015__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000015.JPEG,jpeg_q90\ILSVRC2012_val_00000015__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000015.JPEG,jpeg_q75\ILSVRC2012_val_00000015__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000015.JPEG,jpeg_q60\ILSVRC2012_val_00000015__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000015.JPEG,resize_0p75\ILSVRC2012_val_00000015__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000015.JPEG,resize_0p5\ILSVRC2012_val_00000015__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000015.JPEG,crop_center_0p9\ILSVRC2012_val_00000015__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000015.JPEG,crop_center_0p75\ILSVRC2012_val_00000015__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000015.JPEG,rotate_p2\ILSVRC2012_val_00000015__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000015.JPEG,rotate_n2\ILSVRC2012_val_00000015__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000015.JPEG,format_png\ILSVRC2012_val_00000015__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000016.JPEG,brightness_0p85\ILSVRC2012_val_00000016__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000016.JPEG,brightness_1p15\ILSVRC2012_val_00000016__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000016.JPEG,contrast_0p85\ILSVRC2012_val_00000016__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000016.JPEG,contrast_1p15\ILSVRC2012_val_00000016__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000016.JPEG,colourshift_r_p20\ILSVRC2012_val_00000016__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000016.JPEG,colourshift_g_p20\ILSVRC2012_val_00000016__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000016.JPEG,colourshift_b_p20\ILSVRC2012_val_00000016__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000016.JPEG,jpeg_q90\ILSVRC2012_val_00000016__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000016.JPEG,jpeg_q75\ILSVRC2012_val_00000016__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000016.JPEG,jpeg_q60\ILSVRC2012_val_00000016__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000016.JPEG,resize_0p75\ILSVRC2012_val_00000016__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000016.JPEG,resize_0p5\ILSVRC2012_val_00000016__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000016.JPEG,crop_center_0p9\ILSVRC2012_val_00000016__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000016.JPEG,crop_center_0p75\ILSVRC2012_val_00000016__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000016.JPEG,rotate_p2\ILSVRC2012_val_00000016__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000016.JPEG,rotate_n2\ILSVRC2012_val_00000016__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000016.JPEG,format_png\ILSVRC2012_val_00000016__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000017.JPEG,brightness_0p85\ILSVRC2012_val_00000017__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000017.JPEG,brightness_1p15\ILSVRC2012_val_00000017__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000017.JPEG,contrast_0p85\ILSVRC2012_val_00000017__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000017.JPEG,contrast_1p15\ILSVRC2012_val_00000017__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000017.JPEG,colourshift_r_p20\ILSVRC2012_val_00000017__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000017.JPEG,colourshift_g_p20\ILSVRC2012_val_00000017__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000017.JPEG,colourshift_b_p20\ILSVRC2012_val_00000017__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000017.JPEG,jpeg_q90\ILSVRC2012_val_00000017__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000017.JPEG,jpeg_q75\ILSVRC2012_val_00000017__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000017.JPEG,jpeg_q60\ILSVRC2012_val_00000017__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000017.JPEG,resize_0p75\ILSVRC2012_val_00000017__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000017.JPEG,resize_0p5\ILSVRC2012_val_00000017__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000017.JPEG,crop_center_0p9\ILSVRC2012_val_00000017__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000017.JPEG,crop_center_0p75\ILSVRC2012_val_00000017__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000017.JPEG,rotate_p2\ILSVRC2012_val_00000017__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000017.JPEG,rotate_n2\ILSVRC2012_val_00000017__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000017.JPEG,format_png\ILSVRC2012_val_00000017__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000018.JPEG,brightness_0p85\ILSVRC2012_val_00000018__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000018.JPEG,brightness_1p15\ILSVRC2012_val_00000018__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000018.JPEG,contrast_0p85\ILSVRC2012_val_00000018__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000018.JPEG,contrast_1p15\ILSVRC2012_val_00000018__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000018.JPEG,colourshift_r_p20\ILSVRC2012_val_00000018__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000018.JPEG,colourshift_g_p20\ILSVRC2012_val_00000018__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000018.JPEG,colourshift_b_p20\ILSVRC2012_val_00000018__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000018.JPEG,jpeg_q90\ILSVRC2012_val_00000018__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000018.JPEG,jpeg_q75\ILSVRC2012_val_00000018__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000018.JPEG,jpeg_q60\ILSVRC2012_val_00000018__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000018.JPEG,resize_0p75\ILSVRC2012_val_00000018__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000018.JPEG,resize_0p5\ILSVRC2012_val_00000018__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000018.JPEG,crop_center_0p9\ILSVRC2012_val_00000018__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000018.JPEG,crop_center_0p75\ILSVRC2012_val_00000018__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000018.JPEG,rotate_p2\ILSVRC2012_val_00000018__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000018.JPEG,rotate_n2\ILSVRC2012_val_00000018__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000018.JPEG,format_png\ILSVRC2012_val_00000018__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000019.JPEG,brightness_0p85\ILSVRC2012_val_00000019__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000019.JPEG,brightness_1p15\ILSVRC2012_val_00000019__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000019.JPEG,contrast_0p85\ILSVRC2012_val_00000019__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000019.JPEG,contrast_1p15\ILSVRC2012_val_00000019__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000019.JPEG,colourshift_r_p20\ILSVRC2012_val_00000019__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000019.JPEG,colourshift_g_p20\ILSVRC2012_val_00000019__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000019.JPEG,colourshift_b_p20\ILSVRC2012_val_00000019__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000019.JPEG,jpeg_q90\ILSVRC2012_val_00000019__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000019.JPEG,jpeg_q75\ILSVRC2012_val_00000019__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000019.JPEG,jpeg_q60\ILSVRC2012_val_00000019__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000019.JPEG,resize_0p75\ILSVRC2012_val_00000019__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000019.JPEG,resize_0p5\ILSVRC2012_val_00000019__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000019.JPEG,crop_center_0p9\ILSVRC2012_val_00000019__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000019.JPEG,crop_center_0p75\ILSVRC2012_val_00000019__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000019.JPEG,rotate_p2\ILSVRC2012_val_00000019__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000019.JPEG,rotate_n2\ILSVRC2012_val_00000019__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000019.JPEG,format_png\ILSVRC2012_val_00000019__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000020.JPEG,brightness_0p85\ILSVRC2012_val_00000020__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000020.JPEG,brightness_1p15\ILSVRC2012_val_00000020__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000020.JPEG,contrast_0p85\ILSVRC2012_val_00000020__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000020.JPEG,contrast_1p15\ILSVRC2012_val_00000020__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000020.JPEG,colourshift_r_p20\ILSVRC2012_val_00000020__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000020.JPEG,colourshift_g_p20\ILSVRC2012_val_00000020__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000020.JPEG,colourshift_b_p20\ILSVRC2012_val_00000020__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000020.JPEG,jpeg_q90\ILSVRC2012_val_00000020__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000020.JPEG,jpeg_q75\ILSVRC2012_val_00000020__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000020.JPEG,jpeg_q60\ILSVRC2012_val_00000020__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000020.JPEG,resize_0p75\ILSVRC2012_val_00000020__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000020.JPEG,resize_0p5\ILSVRC2012_val_00000020__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000020.JPEG,crop_center_0p9\ILSVRC2012_val_00000020__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000020.JPEG,crop_center_0p75\ILSVRC2012_val_00000020__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000020.JPEG,rotate_p2\ILSVRC2012_val_00000020__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000020.JPEG,rotate_n2\ILSVRC2012_val_00000020__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000020.JPEG,format_png\ILSVRC2012_val_00000020__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000021.JPEG,brightness_0p85\ILSVRC2012_val_00000021__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000021.JPEG,brightness_1p15\ILSVRC2012_val_00000021__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000021.JPEG,contrast_0p85\ILSVRC2012_val_00000021__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000021.JPEG,contrast_1p15\ILSVRC2012_val_00000021__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000021.JPEG,colourshift_r_p20\ILSVRC2012_val_00000021__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000021.JPEG,colourshift_g_p20\ILSVRC2012_val_00000021__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000021.JPEG,colourshift_b_p20\ILSVRC2012_val_00000021__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000021.JPEG,jpeg_q90\ILSVRC2012_val_00000021__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000021.JPEG,jpeg_q75\ILSVRC2012_val_00000021__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000021.JPEG,jpeg_q60\ILSVRC2012_val_00000021__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000021.JPEG,resize_0p75\ILSVRC2012_val_00000021__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000021.JPEG,resize_0p5\ILSVRC2012_val_00000021__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000021.JPEG,crop_center_0p9\ILSVRC2012_val_00000021__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000021.JPEG,crop_center_0p75\ILSVRC2012_val_00000021__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000021.JPEG,rotate_p2\ILSVRC2012_val_00000021__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000021.JPEG,rotate_n2\ILSVRC2012_val_00000021__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000021.JPEG,format_png\ILSVRC2012_val_00000021__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000022.JPEG,brightness_0p85\ILSVRC2012_val_00000022__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000022.JPEG,brightness_1p15\ILSVRC2012_val_00000022__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000022.JPEG,contrast_0p85\ILSVRC2012_val_00000022__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000022.JPEG,contrast_1p15\ILSVRC2012_val_00000022__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000022.JPEG,colourshift_r_p20\ILSVRC2012_val_00000022__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000022.JPEG,colourshift_g_p20\ILSVRC2012_val_00000022__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000022.JPEG,colourshift_b_p20\ILSVRC2012_val_00000022__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000022.JPEG,jpeg_q90\ILSVRC2012_val_00000022__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000022.JPEG,jpeg_q75\ILSVRC2012_val_00000022__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000022.JPEG,jpeg_q60\ILSVRC2012_val_00000022__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000022.JPEG,resize_0p75\ILSVRC2012_val_00000022__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000022.JPEG,resize_0p5\ILSVRC2012_val_00000022__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000022.JPEG,crop_center_0p9\ILSVRC2012_val_00000022__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000022.JPEG,crop_center_0p75\ILSVRC2012_val_00000022__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000022.JPEG,rotate_p2\ILSVRC2012_val_00000022__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000022.JPEG,rotate_n2\ILSVRC2012_val_00000022__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000022.JPEG,format_png\ILSVRC2012_val_00000022__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000023.JPEG,brightness_0p85\ILSVRC2012_val_00000023__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000023.JPEG,brightness_1p15\ILSVRC2012_val_00000023__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000023.JPEG,contrast_0p85\ILSVRC2012_val_00000023__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000023.JPEG,contrast_1p15\ILSVRC2012_val_00000023__contrast_1.15.jpg,photometric,contrast,factor=1.15
